points,position,wins,year,date,race_name,constructor
16,6,0,2019,2019-05-26,Monaco,Haas F1 Team
16,7,0,2019,2019-05-26,Monaco,AlphaTauri
14,8,0,2019,2019-05-26,Monaco,Alpine F1 Team
13,9,0,2019,2019-05-26,Monaco,Alfa Romeo
0,10,0,2019,2019-05-26,Monaco,Williams
295,1,7,2019,2019-06-09,Canadian,Mercedes
172,2,0,2019,2019-06-09,Canadian,Ferrari
124,3,0,2019,2019-06-09,Canadian,Red Bull
30,4,0,2019,2019-06-09,Canadian,McLaren
28,5,0,2019,2019-06-09,Canadian,Alpine F1 Team
19,6,0,2019,2019-06-09,Canadian,Aston Martin
17,7,0,2019,2019-06-09,Canadian,AlphaTauri
16,8,0,2019,2019-06-09,Canadian,Haas F1 Team
13,9,0,2019,2019-06-09,Canadian,Alfa Romeo
0,10,0,2019,2019-06-09,Canadian,Williams
338,1,8,2019,2019-06-23,French,Mercedes
198,2,0,2019,2019-06-23,French,Ferrari
137,3,0,2019,2019-06-23,French,Red Bull
40,4,0,2019,2019-06-23,French,McLaren
32,5,0,2019,2019-06-23,French,Alpine F1 Team
19,6,0,2019,2019-06-23,French,Aston Martin
19,7,0,2019,2019-06-23,French,Alfa Romeo
17,8,0,2019,2019-06-23,French,AlphaTauri
16,9,0,2019,2019-06-23,French,Haas F1 Team
0,10,0,2019,2019-06-23,French,Williams
363,1,8,2019,2019-06-30,Austrian,Mercedes
228,2,0,2019,2019-06-30,Austrian,Ferrari
169,3,1,2019,2019-06-30,Austrian,Red Bull
52,4,0,2019,2019-06-30,Austrian,McLaren
32,5,0,2019,2019-06-30,Austrian,Alpine F1 Team
22,6,0,2019,2019-06-30,Austrian,Alfa Romeo
19,7,0,2019,2019-06-30,Austrian,Aston Martin
17,8,0,2019,2019-06-30,Austrian,AlphaTauri
16,9,0,2019,2019-06-30,Austrian,Haas F1 Team
0,10,0,2019,2019-06-30,Austrian,Williams
407,1,9,2019,2019-07-14,British,Mercedes
243,2,0,2019,2019-07-14,British,Ferrari
191,3,1,2019,2019-07-14,British,Red Bull
60,4,0,2019,2019-07-14,British,McLaren
39,5,0,2019,2019-07-14,British,Alpine F1 Team
26,6,0,2019,2019-07-14,British,Alfa Romeo
19,7,0,2019,2019-07-14,British,Aston Martin
19,8,0,2019,2019-07-14,British,AlphaTauri
16,9,0,2019,2019-07-14,British,Haas F1 Team
0,10,0,2019,2019-07-14,British,Williams
409,1,9,2019,2019-07-28,German,Mercedes
261,2,0,2019,2019-07-28,German,Ferrari
217,3,2,2019,2019-07-28,German,Red Bull
70,4,0,2019,2019-07-28,German,McLaren
42,5,0,2019,2019-07-28,German,AlphaTauri
39,6,0,2019,2019-07-28,German,Alpine F1 Team
31,7,0,2019,2019-07-28,German,Aston Martin
26,8,0,2019,2019-07-28,German,Haas F1 Team
26,9,0,2019,2019-07-28,German,Alfa Romeo
1,10,0,2019,2019-07-28,German,Williams
438,1,10,2019,2019-08-04,Hungarian,Mercedes
288,2,0,2019,2019-08-04,Hungarian,Ferrari
244,3,2,2019,2019-08-04,Hungarian,Red Bull
82,4,0,2019,2019-08-04,Hungarian,McLaren
43,5,0,2019,2019-08-04,Hungarian,AlphaTauri
39,6,0,2019,2019-08-04,Hungarian,Alpine F1 Team
32,7,0,2019,2019-08-04,Hungarian,Alfa Romeo
31,8,0,2019,2019-08-04,Hungarian,Aston Martin
26,9,0,2019,2019-08-04,Hungarian,Haas F1 Team
1,10,0,2019,2019-08-04,Hungarian,Williams
471,1,10,2019,2019-09-01,Belgian,Mercedes
326,2,1,2019,2019-09-01,Belgian,Ferrari
254,3,2,2019,2019-09-01,Belgian,Red Bull
82,4,0,2019,2019-09-01,Belgian,McLaren
51,5,0,2019,2019-09-01,Belgian,AlphaTauri
43,6,0,2019,2019-09-01,Belgian,Alpine F1 Team
40,7,0,2019,2019-09-01,Belgian,Aston Martin
32,8,0,2019,2019-09-01,Belgian,Alfa Romeo
26,9,0,2019,2019-09-01,Belgian,Haas F1 Team
1,10,0,2019,2019-09-01,Belgian,Williams
505,1,10,2019,2019-09-08,Italian,Mercedes
351,2,2,2019,2019-09-08,Italian,Ferrari
266,3,2,2019,2019-09-08,Italian,Red Bull
83,4,0,2019,2019-09-08,Italian,McLaren
65,5,0,2019,2019-09-08,Italian,Alpine F1 Team
51,6,0,2019,2019-09-08,Italian,AlphaTauri
46,7,0,2019,2019-09-08,Italian,Aston Martin
34,8,0,2019,2019-09-08,Italian,Alfa Romeo
26,9,0,2019,2019-09-08,Italian,Haas F1 Team
1,10,0,2019,2019-09-08,Italian,Williams
527,1,10,2019,2019-09-22,Singapore,Mercedes
394,2,3,2019,2019-09-22,Singapore,Ferrari
289,3,2,2019,2019-09-22,Singapore,Red Bull
89,4,0,2019,2019-09-22,Singapore,McLaren
67,5,0,2019,2019-09-22,Singapore,Alpine F1 Team
55,6,0,2019,2019-09-22,Singapore,AlphaTauri
46,7,0,2019,2019-09-22,Singapore,Aston Martin
35,8,0,2019,2019-09-22,Singapore,Alfa Romeo
26,9,0,2019,2019-09-22,Singapore,Haas F1 Team
1,10,0,2019,2019-09-22,Singapore,Williams
571,1,11,2019,2019-09-29,Russian,Mercedes
409,2,3,2019,2019-09-29,Russian,Ferrari
311,3,2,2019,2019-09-29,Russian,Red Bull
101,4,0,2019,2019-09-29,Russian,McLaren
68,5,0,2019,2019-09-29,Russian,Alpine F1 Team
55,6,0,2019,2019-09-29,Russian,AlphaTauri
52,7,0,2019,2019-09-29,Russian,Aston Martin
35,8,0,2019,2019-09-29,Russian,Alfa Romeo
28,9,0,2019,2019-09-29,Russian,Haas F1 Team
1,10,0,2019,2019-09-29,Russian,Williams
612,1,12,2019,2019-10-13,Japanese,Mercedes
435,2,3,2019,2019-10-13,Japanese,Ferrari
323,3,2,2019,2019-10-13,Japanese,Red Bull
111,4,0,2019,2019-10-13,Japanese,McLaren
68,5,0,2019,2019-10-13,Japanese,Alpine F1 Team
62,6,0,2019,2019-10-13,Japanese,AlphaTauri
58,7,0,2019,2019-10-13,Japanese,Aston Martin
35,8,0,2019,2019-10-13,Japanese,Alfa Romeo
28,9,0,2019,2019-10-13,Japanese,Haas F1 Team
1,10,0,2019,2019-10-13,Japanese,Williams
652,1,13,2019,2019-10-27,Mexican,Mercedes
466,2,3,2019,2019-10-27,Mexican,Ferrari
341,3,2,2019,2019-10-27,Mexican,Red Bull
111,4,0,2019,2019-10-27,Mexican,McLaren
73,5,0,2019,2019-10-27,Mexican,Alpine F1 Team
64,6,0,2019,2019-10-27,Mexican,AlphaTauri
64,7,0,2019,2019-10-27,Mexican,Aston Martin
35,8,0,2019,2019-10-27,Mexican,Alfa Romeo
28,9,0,2019,2019-10-27,Mexican,Haas F1 Team
1,10,0,2019,2019-10-27,Mexican,Williams
695,1,14,2019,2019-11-03,United States,Mercedes
479,2,3,2019,2019-11-03,United States,Ferrari
366,3,2,2019,2019-11-03,United States,Red Bull
121,4,0,2019,2019-11-03,United States,McLaren
83,5,0,2019,2019-11-03,United States,Alpine F1 Team
65,6,0,2019,2019-11-03,United States,Aston Martin
64,7,0,2019,2019-11-03,United States,AlphaTauri
35,8,0,2019,2019-11-03,United States,Alfa Romeo
28,9,0,2019,2019-11-03,United States,Haas F1 Team
1,10,0,2019,2019-11-03,United States,Williams
701,1,14,2019,2019-11-17,Brazilian,Mercedes
479,2,3,2019,2019-11-17,Brazilian,Ferrari
391,3,3,2019,2019-11-17,Brazilian,Red Bull
140,4,0,2019,2019-11-17,Brazilian,McLaren
91,5,0,2019,2019-11-17,Brazilian,Alpine F1 Team
83,6,0,2019,2019-11-17,Brazilian,AlphaTauri
67,7,0,2019,2019-11-17,Brazilian,Aston Martin
57,8,0,2019,2019-11-17,Brazilian,Alfa Romeo
28,9,0,2019,2019-11-17,Brazilian,Haas F1 Team
1,10,0,2019,2019-11-17,Brazilian,Williams
739,1,15,2019,2019-12-01,Abu Dhabi,Mercedes
504,2,3,2019,2019-12-01,Abu Dhabi,Ferrari
417,3,3,2019,2019-12-01,Abu Dhabi,Red Bull
145,4,0,2019,2019-12-01,Abu Dhabi,McLaren
91,5,0,2019,2019-12-01,Abu Dhabi,Alpine F1 Team
85,6,0,2019,2019-12-01,Abu Dhabi,AlphaTauri
73,7,0,2019,2019-12-01,Abu Dhabi,Aston Martin
57,8,0,2019,2019-12-01,Abu Dhabi,Alfa Romeo
28,9,0,2019,2019-12-01,Abu Dhabi,Haas F1 Team
1,10,0,2019,2019-12-01,Abu Dhabi,Williams
37,1,1,2020,2020-07-05,Austrian,Mercedes
26,2,0,2020,2020-07-05,Austrian,McLaren
19,3,0,2020,2020-07-05,Austrian,Ferrari
8,4,0,2020,2020-07-05,Austrian,Aston Martin
6,5,0,2020,2020-07-05,Austrian,AlphaTauri
4,6,0,2020,2020-07-05,Austrian,Alpine F1 Team
2,7,0,2020,2020-07-05,Austrian,Alfa Romeo
0,8,0,2020,2020-07-05,Austrian,Williams
0,9,0,2020,2020-07-05,Austrian,Red Bull
0,10,0,2020,2020-07-05,Austrian,Haas F1 Team
80,1,2,2020,2020-07-12,Styrian,Mercedes
39,2,0,2020,2020-07-12,Styrian,McLaren
27,3,0,2020,2020-07-12,Styrian,Red Bull
22,4,0,2020,2020-07-12,Styrian,Aston Martin
19,5,0,2020,2020-07-12,Styrian,Ferrari
8,6,0,2020,2020-07-12,Styrian,Alpine F1 Team
7,7,0,2020,2020-07-12,Styrian,AlphaTauri
2,8,0,2020,2020-07-12,Styrian,Alfa Romeo
0,9,0,2020,2020-07-12,Styrian,Williams
0,10,0,2020,2020-07-12,Styrian,Haas F1 Team
121,1,3,2020,2020-07-19,Hungarian,Mercedes
55,2,0,2020,2020-07-19,Hungarian,Red Bull
41,3,0,2020,2020-07-19,Hungarian,McLaren
40,4,0,2020,2020-07-19,Hungarian,Aston Martin
27,5,0,2020,2020-07-19,Hungarian,Ferrari
12,6,0,2020,2020-07-19,Hungarian,Alpine F1 Team
7,7,0,2020,2020-07-19,Hungarian,AlphaTauri
2,8,0,2020,2020-07-19,Hungarian,Alfa Romeo
1,9,0,2020,2020-07-19,Hungarian,Haas F1 Team
0,10,0,2020,2020-07-19,Hungarian,Williams
146,1,4,2020,2020-08-02,British,Mercedes
78,2,0,2020,2020-08-02,British,Red Bull
51,3,0,2020,2020-08-02,British,McLaren
43,4,0,2020,2020-08-02,British,Ferrari
42,5,0,2020,2020-08-02,British,Aston Martin
32,6,0,2020,2020-08-02,British,Alpine F1 Team
13,7,0,2020,2020-08-02,British,AlphaTauri
2,8,0,2020,2020-08-02,British,Alfa Romeo
1,9,0,2020,2020-08-02,British,Haas F1 Team
0,10,0,2020,2020-08-02,British,Williams
180,1,4,2020,2020-08-09,70th Anniversary,Mercedes
113,2,1,2020,2020-08-09,70th Anniversary,Red Bull
55,3,0,2020,2020-08-09,70th Anniversary,Ferrari
53,4,0,2020,2020-08-09,70th Anniversary,McLaren
41,5,0,2020,2020-08-09,70th Anniversary,Aston Martin
36,6,0,2020,2020-08-09,70th Anniversary,Alpine F1 Team
14,7,0,2020,2020-08-09,70th Anniversary,AlphaTauri
2,8,0,2020,2020-08-09,70th Anniversary,Alfa Romeo
1,9,0,2020,2020-08-09,70th Anniversary,Haas F1 Team
0,10,0,2020,2020-08-09,70th Anniversary,Williams
221,1,5,2020,2020-08-16,Spanish,Mercedes
135,2,1,2020,2020-08-16,Spanish,Red Bull
63,3,0,2020,2020-08-16,Spanish,Aston Martin
62,4,0,2020,2020-08-16,Spanish,McLaren
61,5,0,2020,2020-08-16,Spanish,Ferrari
36,6,0,2020,2020-08-16,Spanish,Alpine F1 Team
16,7,0,2020,2020-08-16,Spanish,AlphaTauri
2,8,0,2020,2020-08-16,Spanish,Alfa Romeo
1,9,0,2020,2020-08-16,Spanish,Haas F1 Team
0,10,0,2020,2020-08-16,Spanish,Williams
264,1,6,2020,2020-08-30,Belgian,Mercedes
158,2,1,2020,2020-08-30,Belgian,Red Bull
68,3,0,2020,2020-08-30,Belgian,McLaren
66,4,0,2020,2020-08-30,Belgian,Aston Martin
61,5,0,2020,2020-08-30,Belgian,Ferrari
59,6,0,2020,2020-08-30,Belgian,Alpine F1 Team
20,7,0,2020,2020-08-30,Belgian,AlphaTauri
2,8,0,2020,2020-08-30,Belgian,Alfa Romeo
1,9,0,2020,2020-08-30,Belgian,Haas F1 Team
0,10,0,2020,2020-08-30,Belgian,Williams
281,1,6,2020,2020-09-06,Italian,Mercedes
158,2,1,2020,2020-09-06,Italian,Red Bull
98,3,0,2020,2020-09-06,Italian,McLaren
82,4,0,2020,2020-09-06,Italian,Aston Martin
71,5,0,2020,2020-09-06,Italian,Alpine F1 Team
61,6,0,2020,2020-09-06,Italian,Ferrari
47,7,1,2020,2020-09-06,Italian,AlphaTauri
2,8,0,2020,2020-09-06,Italian,Alfa Romeo
1,9,0,2020,2020-09-06,Italian,Haas F1 Team
0,10,0,2020,2020-09-06,Italian,Williams
325,1,7,2020,2020-09-13,Tuscan,Mercedes
173,2,1,2020,2020-09-13,Tuscan,Red Bull
106,3,0,2020,2020-09-13,Tuscan,McLaren
92,4,0,2020,2020-09-13,Tuscan,Aston Martin
83,5,0,2020,2020-09-13,Tuscan,Alpine F1 Team
66,6,0,2020,2020-09-13,Tuscan,Ferrari
53,7,1,2020,2020-09-13,Tuscan,AlphaTauri
4,8,0,2020,2020-09-13,Tuscan,Alfa Romeo
1,9,0,2020,2020-09-13,Tuscan,Haas F1 Team
0,10,0,2020,2020-09-13,Tuscan,Williams
366,1,8,2020,2020-09-27,Russian,Mercedes
192,2,1,2020,2020-09-27,Russian,Red Bull
106,3,0,2020,2020-09-27,Russian,McLaren
104,4,0,2020,2020-09-27,Russian,Aston Martin
99,5,0,2020,2020-09-27,Russian,Alpine F1 Team
74,6,0,2020,2020-09-27,Russian,Ferrari
59,7,1,2020,2020-09-27,Russian,AlphaTauri
4,8,0,2020,2020-09-27,Russian,Alfa Romeo
1,9,0,2020,2020-09-27,Russian,Haas F1 Team
0,10,0,2020,2020-09-27,Russian,Williams
391,1,9,2020,2020-10-11,Eifel,Mercedes
211,2,1,2020,2020-10-11,Eifel,Red Bull
120,3,0,2020,2020-10-11,Eifel,Aston Martin
116,4,0,2020,2020-10-11,Eifel,McLaren
114,5,0,2020,2020-10-11,Eifel,Alpine F1 Team
80,6,0,2020,2020-10-11,Eifel,Ferrari
67,7,1,2020,2020-10-11,Eifel,AlphaTauri
5,8,0,2020,2020-10-11,Eifel,Alfa Romeo
3,9,0,2020,2020-10-11,Eifel,Haas F1 Team
0,10,0,2020,2020-10-11,Eifel,Williams
435,1,10,2020,2020-10-25,Portuguese,Mercedes
226,2,1,2020,2020-10-25,Portuguese,Red Bull
126,3,0,2020,2020-10-25,Portuguese,Aston Martin
124,4,0,2020,2020-10-25,Portuguese,McLaren
120,5,0,2020,2020-10-25,Portuguese,Alpine F1 Team
93,6,0,2020,2020-10-25,Portuguese,Ferrari
77,7,1,2020,2020-10-25,Portuguese,AlphaTauri
5,8,0,2020,2020-10-25,Portuguese,Alfa Romeo
3,9,0,2020,2020-10-25,Portuguese,Haas F1 Team
0,10,0,2020,2020-10-25,Portuguese,Williams
479,1,11,2020,2020-11-01,Emilia Romagna,Mercedes
226,2,1,2020,2020-11-01,Emilia Romagna,Red Bull
135,3,0,2020,2020-11-01,Emilia Romagna,Alpine F1 Team
134,4,0,2020,2020-11-01,Emilia Romagna,McLaren
134,5,0,2020,2020-11-01,Emilia Romagna,Aston Martin
103,6,0,2020,2020-11-01,Emilia Romagna,Ferrari
89,7,1,2020,2020-11-01,Emilia Romagna,AlphaTauri
8,8,0,2020,2020-11-01,Emilia Romagna,Alfa Romeo
3,9,0,2020,2020-11-01,Emilia Romagna,Haas F1 Team
0,10,0,2020,2020-11-01,Emilia Romagna,Williams
504,1,12,2020,2020-11-15,Turkish,Mercedes
240,2,1,2020,2020-11-15,Turkish,Red Bull
154,3,0,2020,2020-11-15,Turkish,Aston Martin
149,4,0,2020,2020-11-15,Turkish,McLaren
136,5,0,2020,2020-11-15,Turkish,Alpine F1 Team
130,6,0,2020,2020-11-15,Turkish,Ferrari
89,7,1,2020,2020-11-15,Turkish,AlphaTauri
8,8,0,2020,2020-11-15,Turkish,Alfa Romeo
3,9,0,2020,2020-11-15,Turkish,Haas F1 Team
0,10,0,2020,2020-11-15,Turkish,Williams
533,1,13,2020,2020-11-29,Bahrain,Mercedes
274,2,1,2020,2020-11-29,Bahrain,Red Bull
171,3,0,2020,2020-11-29,Bahrain,McLaren
154,4,0,2020,2020-11-29,Bahrain,Aston Martin
144,5,0,2020,2020-11-29,Bahrain,Alpine F1 Team
131,6,0,2020,2020-11-29,Bahrain,Ferrari
97,7,1,2020,2020-11-29,Bahrain,AlphaTauri
8,8,0,2020,2020-11-29,Bahrain,Alfa Romeo
3,9,0,2020,2020-11-29,Bahrain,Haas F1 Team
0,10,0,2020,2020-11-29,Bahrain,Williams
540,1,13,2020,2020-12-06,Sakhir,Mercedes
282,2,1,2020,2020-12-06,Sakhir,Red Bull
194,3,1,2020,2020-12-06,Sakhir,Aston Martin
184,4,0,2020,2020-12-06,Sakhir,McLaren
172,5,0,2020,2020-12-06,Sakhir,Alpine F1 Team
131,6,0,2020,2020-12-06,Sakhir,Ferrari
103,7,1,2020,2020-12-06,Sakhir,AlphaTauri
8,8,0,2020,2020-12-06,Sakhir,Alfa Romeo
3,9,0,2020,2020-12-06,Sakhir,Haas F1 Team
0,10,0,2020,2020-12-06,Sakhir,Williams
573,1,13,2020,2020-12-13,Abu Dhabi,Mercedes
319,2,2,2020,2020-12-13,Abu Dhabi,Red Bull
202,3,0,2020,2020-12-13,Abu Dhabi,McLaren
195,4,1,2020,2020-12-13,Abu Dhabi,Aston Martin
181,5,0,2020,2020-12-13,Abu Dhabi,Alpine F1 Team
131,6,0,2020,2020-12-13,Abu Dhabi,Ferrari
107,7,1,2020,2020-12-13,Abu Dhabi,AlphaTauri
8,8,0,2020,2020-12-13,Abu Dhabi,Alfa Romeo
3,9,0,2020,2020-12-13,Abu Dhabi,Haas F1 Team
0,10,0,2020,2020-12-13,Abu Dhabi,Williams
41,1,1,2021,2021-03-28,Bahrain,Mercedes
28,2,0,2021,2021-03-28,Bahrain,Red Bull
18,3,0,2021,2021-03-28,Bahrain,McLaren
12,4,0,2021,2021-03-28,Bahrain,Ferrari
2,5,0,2021,2021-03-28,Bahrain,AlphaTauri
1,6,0,2021,2021-03-28,Bahrain,Aston Martin
0,7,0,2021,2021-03-28,Bahrain,Alfa Romeo
0,8,0,2021,2021-03-28,Bahrain,Alpine F1 Team
0,9,0,2021,2021-03-28,Bahrain,Williams
0,10,0,2021,2021-03-28,Bahrain,Haas F1 Team
60,1,1,2021,2021-04-18,Emilia Romagna,Mercedes
53,2,1,2021,2021-04-18,Emilia Romagna,Red Bull
41,3,0,2021,2021-04-18,Emilia Romagna,McLaren
34,4,0,2021,2021-04-18,Emilia Romagna,Ferrari
8,5,0,2021,2021-04-18,Emilia Romagna,AlphaTauri
5,6,0,2021,2021-04-18,Emilia Romagna,Aston Martin
3,7,0,2021,2021-04-18,Emilia Romagna,Alpine F1 Team
0,8,0,2021,2021-04-18,Emilia Romagna,Alfa Romeo
0,9,0,2021,2021-04-18,Emilia Romagna,Williams
0,10,0,2021,2021-04-18,Emilia Romagna,Haas F1 Team
101,1,2,2021,2021-05-02,Portuguese,Mercedes
83,2,1,2021,2021-05-02,Portuguese,Red Bull
53,3,0,2021,2021-05-02,Portuguese,McLaren
42,4,0,2021,2021-05-02,Portuguese,Ferrari
13,5,0,2021,2021-05-02,Portuguese,Alpine F1 Team
9,6,0,2021,2021-05-02,Portuguese,AlphaTauri
5,7,0,2021,2021-05-02,Portuguese,Aston Martin
0,8,0,2021,2021-05-02,Portuguese,Alfa Romeo
0,9,0,2021,2021-05-02,Portuguese,Williams
0,10,0,2021,2021-05-02,Portuguese,Haas F1 Team
141,1,3,2021,2021-05-09,Spanish,Mercedes
112,2,1,2021,2021-05-09,Spanish,Red Bull
65,3,0,2021,2021-05-09,Spanish,McLaren
60,4,0,2021,2021-05-09,Spanish,Ferrari
15,5,0,2021,2021-05-09,Spanish,Alpine F1 Team
10,6,0,2021,2021-05-09,Spanish,AlphaTauri
5,7,0,2021,2021-05-09,Spanish,Aston Martin
0,8,0,2021,2021-05-09,Spanish,Alfa Romeo
0,9,0,2021,2021-05-09,Spanish,Williams
0,10,0,2021,2021-05-09,Spanish,Haas F1 Team
149,1,2,2021,2021-05-23,Monaco,Red Bull
148,2,3,2021,2021-05-23,Monaco,Mercedes
80,3,0,2021,2021-05-23,Monaco,McLaren
78,4,0,2021,2021-05-23,Monaco,Ferrari
19,5,0,2021,2021-05-23,Monaco,Aston Martin
18,6,0,2021,2021-05-23,Monaco,AlphaTauri
17,7,0,2021,2021-05-23,Monaco,Alpine F1 Team
1,8,0,2021,2021-05-23,Monaco,Alfa Romeo
0,9,0,2021,2021-05-23,Monaco,Williams
0,10,0,2021,2021-05-23,Monaco,Haas F1 Team
174,1,3,2021,2021-06-06,Azerbaijan,Red Bull
148,2,3,2021,2021-06-06,Azerbaijan,Mercedes
94,3,0,2021,2021-06-06,Azerbaijan,Ferrari
92,4,0,2021,2021-06-06,Azerbaijan,McLaren
39,5,0,2021,2021-06-06,Azerbaijan,AlphaTauri
37,6,0,2021,2021-06-06,Azerbaijan,Aston Martin
25,7,0,2021,2021-06-06,Azerbaijan,Alpine F1 Team
2,8,0,2021,2021-06-06,Azerbaijan,Alfa Romeo
0,9,0,2021,2021-06-06,Azerbaijan,Haas F1 Team
0,10,0,2021,2021-06-06,Azerbaijan,Williams
215,1,4,2021,2021-06-20,French,Red Bull
178,2,3,2021,2021-06-20,French,Mercedes
110,3,0,2021,2021-06-20,French,McLaren
94,4,0,2021,2021-06-20,French,Ferrari
45,5,0,2021,2021-06-20,French,AlphaTauri
40,6,0,2021,2021-06-20,French,Aston Martin
29,7,0,2021,2021-06-20,French,Alpine F1 Team
2,8,0,2021,2021-06-20,French,Alfa Romeo
0,9,0,2021,2021-06-20,French,Williams
0,10,0,2021,2021-06-20,French,Haas F1 Team
252,1,5,2021,2021-06-27,Styrian,Red Bull
212,2,3,2021,2021-06-27,Styrian,Mercedes
120,3,0,2021,2021-06-27,Styrian,McLaren
108,4,0,2021,2021-06-27,Styrian,Ferrari
46,5,0,2021,2021-06-27,Styrian,AlphaTauri
44,6,0,2021,2021-06-27,Styrian,Aston Martin
31,7,0,2021,2021-06-27,Styrian,Alpine F1 Team
2,8,0,2021,2021-06-27,Styrian,Alfa Romeo
0,9,0,2021,2021-06-27,Styrian,Williams
0,10,0,2021,2021-06-27,Styrian,Haas F1 Team
286,1,6,2021,2021-07-04,Austrian,Red Bull
242,2,3,2021,2021-07-04,Austrian,Mercedes
141,3,0,2021,2021-07-04,Austrian,McLaren
122,4,0,2021,2021-07-04,Austrian,Ferrari
48,5,0,2021,2021-07-04,Austrian,AlphaTauri
44,6,0,2021,2021-07-04,Austrian,Aston Martin
32,7,0,2021,2021-07-04,Austrian,Alpine F1 Team
2,8,0,2021,2021-07-04,Austrian,Alfa Romeo
0,9,0,2021,2021-07-04,Austrian,Williams
0,10,0,2021,2021-07-04,Austrian,Haas F1 Team
289,1,6,2021,2021-07-18,British,Red Bull
285,2,4,2021,2021-07-18,British,Mercedes
163,3,0,2021,2021-07-18,British,McLaren
148,4,0,2021,2021-07-18,British,Ferrari
49,5,0,2021,2021-07-18,British,AlphaTauri
48,6,0,2021,2021-07-18,British,Aston Martin
40,7,0,2021,2021-07-18,British,Alpine F1 Team
2,8,0,2021,2021-07-18,British,Alfa Romeo
0,9,0,2021,2021-07-18,British,Williams
0,10,0,2021,2021-07-18,British,Haas F1 Team
303,1,4,2021,2021-08-01,Hungarian,Mercedes
291,2,6,2021,2021-08-01,Hungarian,Red Bull
163,3,0,2021,2021-08-01,Hungarian,Ferrari
163,4,0,2021,2021-08-01,Hungarian,McLaren
77,5,1,2021,2021-08-01,Hungarian,Alpine F1 Team
68,6,0,2021,2021-08-01,Hungarian,AlphaTauri
48,7,0,2021,2021-08-01,Hungarian,Aston Martin
10,8,0,2021,2021-08-01,Hungarian,Williams
3,9,0,2021,2021-08-01,Hungarian,Alfa Romeo
0,10,0,2021,2021-08-01,Hungarian,Haas F1 Team
310.5,1,4,2021,2021-08-29,Belgian,Mercedes
303.5,2,7,2021,2021-08-29,Belgian,Red Bull
169,3,0,2021,2021-08-29,Belgian,McLaren
165.5,4,0,2021,2021-08-29,Belgian,Ferrari
80,5,1,2021,2021-08-29,Belgian,Alpine F1 Team
72,6,0,2021,2021-08-29,Belgian,AlphaTauri
53,7,0,2021,2021-08-29,Belgian,Aston Martin
20,8,0,2021,2021-08-29,Belgian,Williams
3,9,0,2021,2021-08-29,Belgian,Alfa Romeo
0,10,0,2021,2021-08-29,Belgian,Haas F1 Team
344.5,1,4,2021,2021-09-05,Dutch,Mercedes
332.5,2,8,2021,2021-09-05,Dutch,Red Bull
181.5,3,0,2021,2021-09-05,Dutch,Ferrari
170,4,0,2021,2021-09-05,Dutch,McLaren
90,5,1,2021,2021-09-05,Dutch,Alpine F1 Team
84,6,0,2021,2021-09-05,Dutch,AlphaTauri
53,7,0,2021,2021-09-05,Dutch,Aston Martin
20,8,0,2021,2021-09-05,Dutch,Williams
3,9,0,2021,2021-09-05,Dutch,Alfa Romeo
0,10,0,2021,2021-09-05,Dutch,Haas F1 Team
362.5,1,4,2021,2021-09-12,Italian,Mercedes
344.5,2,8,2021,2021-09-12,Italian,Red Bull
215,3,1,2021,2021-09-12,Italian,McLaren
201.5,4,0,2021,2021-09-12,Italian,Ferrari
95,5,1,2021,2021-09-12,Italian,Alpine F1 Team
84,6,0,2021,2021-09-12,Italian,AlphaTauri
59,7,0,2021,2021-09-12,Italian,Aston Martin
22,8,0,2021,2021-09-12,Italian,Williams
3,9,0,2021,2021-09-12,Italian,Alfa Romeo
0,10,0,2021,2021-09-12,Italian,Haas F1 Team
397.5,1,5,2021,2021-09-26,Russian,Mercedes
364.5,2,8,2021,2021-09-26,Russian,Red Bull
234,3,1,2021,2021-09-26,Russian,McLaren
216.5,4,0,2021,2021-09-26,Russian,Ferrari
103,5,1,2021,2021-09-26,Russian,Alpine F1 Team
84,6,0,2021,2021-09-26,Russian,AlphaTauri
59,7,0,2021,2021-09-26,Russian,Aston Martin
23,8,0,2021,2021-09-26,Russian,Williams
7,9,0,2021,2021-09-26,Russian,Alfa Romeo
0,10,0,2021,2021-09-26,Russian,Haas F1 Team
433.5,1,6,2021,2021-10-10,Turkish,Mercedes
397.5,2,8,2021,2021-10-10,Turkish,Red Bull
240,3,1,2021,2021-10-10,Turkish,McLaren
232.5,4,0,2021,2021-10-10,Turkish,Ferrari
104,5,1,2021,2021-10-10,Turkish,Alpine F1 Team
92,6,0,2021,2021-10-10,Turkish,AlphaTauri
61,7,0,2021,2021-10-10,Turkish,Aston Martin
23,8,0,2021,2021-10-10,Turkish,Williams
7,9,0,2021,2021-10-10,Turkish,Alfa Romeo
0,10,0,2021,2021-10-10,Turkish,Haas F1 Team
460.5,1,6,2021,2021-10-24,United States,Mercedes
437.5,2,9,2021,2021-10-24,United States,Red Bull
254,3,1,2021,2021-10-24,United States,McLaren
250.5,4,0,2021,2021-10-24,United States,Ferrari
104,5,1,2021,2021-10-24,United States,Alpine F1 Team
94,6,0,2021,2021-10-24,United States,AlphaTauri
62,7,0,2021,2021-10-24,United States,Aston Martin
23,8,0,2021,2021-10-24,United States,Williams
7,9,0,2021,2021-10-24,United States,Alfa Romeo
0,10,0,2021,2021-10-24,United States,Haas F1 Team
478.5,1,6,2021,2021-11-07,Mexico City,Mercedes
